,sku,cat1,cat2,cat3
6089,216049,nutrición,pérdida de peso,activadores
6090,216063,salud,descanso y relajación,
6091,2161191,cosmética y belleza,facial,acné
6092,2161276,higiene y cuidado personal,corporal,pastilla de jabón
6093,216143,higiene y cuidado personal,corporal,geles
6094,216770,salud,botiquín,quemaduras y cicatrices
6095,217042,infantil,biberones,tetinas
6096,217059,nutrición,pérdida de peso,productos sustitutivos y entrehoras
6097,217059pack,cosmética y belleza,facial,antiarrugas
6098,217067,nutrición,pérdida de peso,productos sustitutivos y entrehoras
6099,217067duplo,nutrición,pérdida de peso,productos sustitutivos y entrehoras
6100,217075,nutrición,pérdida de peso,productos sustitutivos y entrehoras
6101,217083,nutrición,pérdida de peso,productos sustitutivos y entrehoras
6102,217125,cosmética y belleza,labial,hidratantes labiales
6103,217273,infantil,biberones,tetinas
6104,217513,infantil,biberones,tetinas
6105,217547,infantil,biberones,tetinas
6106,217604,higiene y cuidado personal,dental,dentífricos
6107,217632,salud,botiquín,quemaduras y cicatrices
6108,217877,cosmética y belleza,facial,serum
6109,217882,higiene y cuidado personal,facial,desmaquillantes y limpiadores
6110,217884,cosmética y belleza,facial,acné
6111,217886,cosmética y belleza,facial,acné
6112,217887,higiene y cuidado personal,facial,desmaquillantes y limpiadores
6113,217901,cosmética y belleza,facial,hidratantes
6114,218033,cosmética y belleza,facial,antiarrugas
6115,218034,cosmética y belleza,facial,antiarrugas
6116,218036,salud,botiquín,quemaduras y cicatrices
6117,218058,cosmética y belleza,corporal,hidratación
6118,2183501,infantil,cambio de pañal,pañales
6119,2183501.u,infantil,cambio de pañal,pañales
6120,218461,higiene y cuidado personal,pies,hidratantes pies
6121,218891,salud,ortopedia,lesiones
6122,218917,salud,ortopedia,lesiones
6123,218925,salud,ortopedia,lesiones
6124,219170,higiene y cuidado personal,dental,cuidados especiales
6125,219188,higiene y cuidado personal,dental,colutorios
6126,219196,higiene y cuidado personal,dental,cuidados especiales
6127,219410,higiene y cuidado personal,dental,cuidados especiales
6128,21946,infantil,accesorios de alimentación,vajillas infantiles
6129,219766,cosmética y belleza,corporal,hidratación
6130,219774,cosmética y belleza,uñas,limas y tratamiento uñas
6131,219783,salud,botiquín,quemaduras y cicatrices
6132,219998,higiene y cuidado personal,dental,prótesis dentales
6133,220004,higiene y cuidado personal,dental,prótesis dentales
6134,220117,infantil,juguetes,mordedores
6135,220118,infantil,juguetes,para el baño
6136,220120,infantil,juguetes,mordedores
6137,220122,infantil,juguetes,educativos e interactivos
6138,22070.gris,cosmética y belleza,accesorios de belleza,brochas y pinceles
6139,22070.rosa,cosmética y belleza,accesorios de belleza,brochas y pinceles
6140,22072.dorado,cosmética y belleza,accesorios de belleza,espejos
6141,22072.plata,cosmética y belleza,accesorios de belleza,espejos
6142,22072.rosa,cosmética y belleza,accesorios de belleza,espejos
6143,221015V2,salud,trastornos digestivos ,gases
6144,221040,higiene y cuidado personal,íntima,limpieza
6145,221218,cosmética y belleza,corporal,estrias
6146,22130,cosmética y belleza,accesorios de belleza,brochas y pinceles
6147,221382,cosmética y belleza,perfumería,infantil
6148,221457,infantil,higiene infantil,crema pañal
6149,221549,higiene y cuidado personal,íntima,limpieza
6150,221655,higiene y cuidado personal,dental,cepillos
6151,221718,higiene y cuidado personal,dental,cuidados especiales
6152,221747,higiene y cuidado personal,íntima,compresas
6153,221978,cosmética y belleza,facial,antimanchas
6154,22198,higiene y cuidado personal,corporal,esponjas y toallitas corporales
6155,222075,higiene y cuidado personal,cabello,anticaída
6156,22218,higiene y cuidado personal,facial,accesorios de limpieza
6157,22237,cosmética y belleza,ojos,cejas
6158,22238,cosmética y belleza,accesorios de belleza,brochas y pinceles
6159,22239,cosmética y belleza,accesorios de belleza,brochas y pinceles
6160,22240,cosmética y belleza,accesorios de belleza,brochas y pinceles
6161,22241,cosmética y belleza,accesorios de belleza,brochas y pinceles
6162,22242,cosmética y belleza,accesorios de belleza,brochas y pinceles
6163,22243,cosmética y belleza,accesorios de belleza,brochas y pinceles
6164,22246,cosmética y belleza,accesorios de belleza,brochas y pinceles
6165,22247,cosmética y belleza,accesorios de belleza,brochas y pinceles
6166,22251,cosmética y belleza,accesorios de belleza,brochas y pinceles
6167,22253,cosmética y belleza,accesorios de belleza,brochas y pinceles
6168,22254,cosmética y belleza,accesorios de belleza,brochas y pinceles
6169,22278,infantil,higiene infantil,esponjas
6170,223545,cosmética y belleza,corporal,hidratación
6171,223594,cosmética y belleza,corporal,hidratación
6172,224402,higiene y cuidado personal,dental,cuidados especiales
6173,224865,cosmética y belleza,corporal,piel seca y atópica
6174,225508,cosmética y belleza,facial,acné
6175,225953,cosmética y belleza,facial,acné
6176,226137,higiene y cuidado personal,pies,desodorante de pies
6177,226294,infantil,higiene infantil,primeros dientes
6178,226647,cosmética y belleza,facial,antiarrugas
6179,226829,cosmética y belleza,facial,antiarrugas
6180,226852,higiene y cuidado personal,cabello,mascarillas
6181,226860,higiene y cuidado personal,cabello,mascarillas
6182,226894,cosmética y belleza,hombres,afeitado masculino
6183,228189,cosmética y belleza,facial,ampollas
6184,228205,higiene y cuidado personal,cabello,mascarillas
6185,228213,higiene y cuidado personal,cabello,anticaída
6186,228288,higiene y cuidado personal,dental,hilo dental
6187,228908,cosmética y belleza,labial,hidratantes labiales
6188,228924,cosmética y belleza,sol,solar pelo
6189,229419,salud,óptica,toallitas oculares
6190,229468,higiene y cuidado personal,dental,cuidados especiales
6191,229476,higiene y cuidado personal,dental,cuidados especiales
6192,229583,infantil,higiene infantil,toallitas bebé
6194,230017,infantil,cambio de pañal,pañales
6195,230017.Duplo,infantil,cambio de pañal,pañales
6196,230031,infantil,cambio de pañal,pañales
6197,230031.Duplo,infantil,cambio de pañal,pañales
6198,230043,salud,vitaminas y minerales,multivitamínicos
6199,230130,infantil,cambio de pañal,pañales
6200,230130.Duplo,infantil,cambio de pañal,pañales
6201,230154,infantil,cambio de pañal,pañales
6202,230154.Duplo,infantil,cambio de pañal,pañales
6203,230178,infantil,cambio de pañal,pañales
6204,230178.Duplo,infantil,cambio de pañal,pañales
6205,230229,infantil,alimentación infantil,papillas
6206,230524,higiene y cuidado personal,corporal,geles
6207,230573,cosmética y belleza,facial,maquillajes
6208,230665,higiene y cuidado personal,dental,colutorios
6209,230666,higiene y cuidado personal,dental,dentífricos
6210,230763,infantil,juguetes,educativos e interactivos
6211,231480,cosmética y belleza,corporal,hidratación
6212,231827,cosmética y belleza,sol,suplementos
6213,232164,salud,descanso y relajación,insomnio
6214,232280,infantil,higiene infantil,costra láctea
6215,232330,cosmética y belleza,sol,protectores solares
6216,232365,salud,belleza,piel
6217,232398,cosmética y belleza,sol,suplementos
6218,232398x2,cosmética y belleza,sol,suplementos
6219,232561,infantil,lactancia,discos de lactancia
6220,232629,salud,botiquín,termómetros
6221,232686,higiene y cuidado personal,cabello,anticaspa
6222,232736,cosmética y belleza,corporal,celulitis
6223,232793,salud,ortopedia,lesiones
6224,232876,salud,botiquín,quemaduras y cicatrices
6225,233163,higiene y cuidado personal,dental,prótesis dentales
6226,233395,higiene y cuidado personal,cabello,champús especiales
6227,233403,higiene y cuidado personal,cabello,champu
6228,233411,higiene y cuidado personal,cabello,champu
6229,233412,higiene y cuidado personal,cabello,champu
6230,233413,higiene y cuidado personal,cabello,champu
6231,233414,higiene y cuidado personal,cabello,anticaída
6232,233415,higiene y cuidado personal,cabello,champu
6233,233416,higiene y cuidado personal,cabello,champu
6234,233417,higiene y cuidado personal,cabello,champu
6235,233418,higiene y cuidado personal,cabello,champu
6236,233419,higiene y cuidado personal,cabello,champu
6237,233536,higiene y cuidado personal,dental,cepillos
6238,233618,infantil,biberones,tetinas
6239,233692,cosmética y belleza,manos,crema de manos
6240,233759,higiene y cuidado personal,corporal,geles
6241,233771,higiene y cuidado personal,facial,desmaquillantes y limpiadores
6242,233858,higiene y cuidado personal,corporal,desodorantes
6243,234229,higiene y cuidado personal,corporal,desodorantes
6244,234385,infantil,alimentación infantil,papillas
6245,234401,nutrición,alimentos,edulcorantes
6246,234427,nutrición,alimentos,edulcorantes
6247,234435,infantil,alimentación infantil,papillas
6248,234442,cosmética y belleza,facial,antiarrugas
6249,234442.regalo,cosmética y belleza,facial,antiarrugas
6250,234444,cosmética y belleza,facial,antiarrugas
6251,234448,nutrición,pérdida de peso,drenajes
6252,234451,salud,problemas cardiovasculares y circulación,colesterol
6253,234770,salud,vitaminas y minerales,multivitamínicos
6254,234790,higiene y cuidado personal,facial,exfoliantes
6255,234807,higiene y cuidado personal,cabello,champu
6256,235242,nutrición,alimentos,edulcorantes
6257,235457,higiene y cuidado personal,corporal,desodorantes
6258,235507,cosmética y belleza,sol,auto bronceadores
6259,235550,cosmética y belleza,facial,acné
6260,235553,salud,vitaminas y minerales,multivitamínicos
6263,235747,cosmética y belleza,facial,antiarrugas
6265,235861,cosmética y belleza,corporal,hidratación
6266,235887,cosmética y belleza,corporal,hidratación
6267,235895,higiene y cuidado personal,dental,hilo dental
6268,236265,higiene y cuidado personal,corporal,geles
6269,236273,higiene y cuidado personal,cabello,champu
6270,236281,higiene y cuidado personal,cabello,champu
6271,236331,salud,botiquín,control de glucosa
6272,236537,salud,vitaminas y minerales,multivitamínicos
6273,236646,higiene y cuidado personal,cabello,champu
6274,236703,cosmética y belleza,facial,maquillajes
6275,2370-658,salud,vitaminas y minerales,suplementos
6276,237321,higiene y cuidado personal,cabello,anticaída
6277,237552,infantil,higiene infantil,gel-champú
6278,237776,infantil,higiene infantil,gel-champú
6279,237784,higiene y cuidado personal,cabello,champu
6280,237792,infantil,higiene infantil,hidratantes
6281,237802,salud,vitaminas y minerales,suplementos
6282,237804,higiene y cuidado personal,dental,hilo dental
6283,237807,infantil,higiene infantil,gel-champú
6284,237925,salud,botiquín,termómetros
6285,237990,higiene y cuidado personal,íntima,compresas
6286,238014,higiene y cuidado personal,cabello,champu
6287,238022,higiene y cuidado personal,cabello,champu
6288,238188,higiene y cuidado personal,cabello,champu
6289,238287,cosmética y belleza,corporal,hidratación
6290,238381,salud,belleza,celulitis
6291,238428,higiene y cuidado personal,cabello,champu
6292,238436,higiene y cuidado personal,cabello,champu
6293,238444,cosmética y belleza,labial,con protección solar
6294,238444x2,cosmética y belleza,labial,hidratantes labiales
6296,238501,higiene y cuidado personal,corporal,geles
6297,238576,higiene y cuidado personal,dental,colutorios
6298,238592,higiene y cuidado personal,dental,colutorios
6299,238808,cosmética y belleza,facial,antiarrugas
6300,239145,salud,ortopedia,bolsas de frío y calor
6301,239194,higiene y cuidado personal,corporal,desodorantes
6302,239194duplo,higiene y cuidado personal,corporal,desodorantes
6303,239208,salud,vitaminas y minerales,multivitamínicos
6304,239209,salud,vitaminas y minerales,suplementos
6305,239212,salud,vitaminas y minerales,multivitamínicos
6306,239214,cosmética y belleza,corporal,piel seca y atópica
6307,239214duplo,infantil,higiene infantil,pieles atópicas
6308,239216.8,salud,aparato urinario,cistitis
6310,239434,higiene y cuidado personal,cabello,anticaída
6311,239434.pack,higiene y cuidado personal,cabello,anticaída
6312,239442,higiene y cuidado personal,cabello,anticaída
6313,239442+184582,higiene y cuidado personal,cabello,anticaída
6314,239691,cosmética y belleza,hombres,afeitado masculino
6315,239954,higiene y cuidado personal,facial,desmaquillantes y limpiadores
6316,240044,cosmética y belleza,manos,crema de manos
6317,240176,salud,aparato respiratorio,garganta y tos
6318,240336,salud,aparato respiratorio,garganta y tos
6319,240345,salud,aparato respiratorio,garganta y tos
6320,240374,cosmética y belleza,corporal,urticaria y psoriasis
6321,240515,salud,ortopedia,lesiones
6322,240627,higiene y cuidado personal,cabello,anticaída
6323,24079,cosmética y belleza,accesorios de belleza,pinzas de depilar
6324,24091,cosmética y belleza,uñas,cortauñas y tijeras
6325,24095,cosmética y belleza,accesorios de belleza,pinzas de depilar
6326,240952,nutrición,nutrición específica,niños
6327,241000,cosmética y belleza,facial,antiarrugas
6328,241000x2,cosmética y belleza,facial,antiarrugas
6329,241018,cosmética y belleza,facial,antiarrugas
6330,241026,higiene y cuidado personal,corporal,geles
6331,241034,cosmética y belleza,facial,ampollas
6332,241067,higiene y cuidado personal,facial,exfoliantes
6334,24110,cosmética y belleza,uñas,cortauñas y tijeras
6335,24111,cosmética y belleza,uñas,cortauñas y tijeras
6336,24153,cosmética y belleza,uñas,cortauñas y tijeras
6337,242014,infantil,higiene infantil,toallitas bebé
6338,242289,cosmética y belleza,labial,hidratantes labiales
6339,242637,cosmética y belleza,facial,antiarrugas
6340,242638,cosmética y belleza,facial,antiarrugas
6341,242776,cosmética y belleza,accesorios de belleza,pinzas de depilar
6342,242784,cosmética y belleza,accesorios de belleza,pinzas de depilar
6343,242792,cosmética y belleza,accesorios de belleza,pinzas de depilar
6344,242799,cosmética y belleza,facial,antiarrugas
6345,242818,cosmética y belleza,uñas,cortauñas y tijeras
6346,242867.Rosa,cosmética y belleza,uñas,cortauñas y tijeras
6347,242875,cosmética y belleza,uñas,cortauñas y tijeras
6348,242966,cosmética y belleza,uñas,limas y tratamiento uñas
6349,243014,higiene y cuidado personal,pies,limas y durezas
6350,243063,cosmética y belleza,facial,acné
6351,243147,higiene y cuidado personal,corporal,geles
6352,243162,higiene y cuidado personal,corporal,desodorantes
6353,243170,cosmética y belleza,facial,hidratantes
6354,24323,cosmética y belleza,accesorios de belleza,peines o cepillos
6355,24324,higiene y cuidado personal,cabello,piojos
6356,243299,cosmética y belleza,facial,serum
6357,243691,infantil,higiene infantil,primeros dientes
6358,243833,cosmética y belleza,facial,antiarrugas
6359,243949,salud,botiquín,quemaduras y cicatrices
6360,244046,higiene y cuidado personal,corporal,desodorantes
6361,244301,higiene y cuidado personal,dental,dentífricos
6362,244889,cosmética y belleza,facial,hidratantes
6363,245027,salud,botiquín,desinfectantes
6364,245035,cosmética y belleza,perfumería,infantil
6365,245050,infantil,higiene infantil,gel-champú
6366,245050X2,infantil,higiene infantil,gel-champú
6367,245100,cosmética y belleza,facial,antiarrugas
6368,245100+391342,cosmética y belleza,facial,antiarrugas
6369,245209,higiene y cuidado personal,pies,hidratantes pies
6370,245332,cosmética y belleza,facial,antiarrugas
6371,245365,higiene y cuidado personal,dental,ortodoncia
6372,245733,cosmética y belleza,facial,acné
6373,245761,cosmética y belleza,manos,crema de manos
6374,245779,salud,vitaminas y minerales, multivitamínicos
6375,246090,salud,óptica,salud ocular
6376,246116.Regalo,salud,óptica,toallitas oculares
6377,246253,higiene y cuidado personal,cabello,anticaída
6378,246253.duplo,higiene y cuidado personal,cabello,anticaída
6379,246405,cosmética y belleza,facial,serum
6380,246439,cosmética y belleza,facial,antiarrugas
6381,246485,cosmética y belleza,corporal,hidratación
6382,246934,cosmética y belleza,accesorios de belleza,pinzas de depilar
6383,246942,cosmética y belleza,uñas,cortauñas y tijeras
6384,247066,cosmética y belleza,facial,antiarrugas
6385,247068,higiene y cuidado personal,dental,hilo dental
6386,247074,cosmética y belleza,facial,antiarrugas
6387,247077,salud,mujer,bienestar de la mujer
6388,247098,cosmética y belleza,labial,hidratantes labiales
6389,247205,salud,botiquín,quemaduras y cicatrices
6390,247353,salud,belleza,cabello | uñas
6391,247361,cosmética y belleza,facial,antiarrugas
6392,247379,cosmética y belleza,facial,ampollas
6393,247411,salud,mujer,bienestar de la mujer
6394,247429,salud,belleza,antienvejecimiento
6395,247437,salud,belleza,cabello | uñas
6396,247676,cosmética y belleza,facial,piel atópica
6397,247742,higiene y cuidado personal,dental,colutorios
6398,247789,infantil,alimentación infantil,leches infantiles
6399,247957,nutrición,pérdida de peso,quemagrasas
6400,248211,salud,vitaminas y minerales,jalea real
6401,248302,cosmética y belleza,facial,ampollas
6402,248401,nutrición,nutrición específica,adultos
6403,248526,higiene y cuidado personal,nariz y oído,limpieza
6404,248641,cosmética y belleza,facial,hidratantes
6405,248708,salud,salud sexual,preservativos
6406,248716,salud,salud sexual,preservativos
6407,248735,infantil,accesorios de alimentación,esterilización y limpieza
6408,248738,infantil,biberones,biberones
6409,248740,cosmética y belleza,sol,suplementos
6410,249078,higiene y cuidado personal,corporal,geles
6411,249103,nutrición,nutrición específica,niños
6412,249115,infantil,juguetes,mordedores
6413,249210,salud,botiquín,golpes y hematomas
6414,249218,salud,botiquín,golpes y hematomas
6415,249250,salud,botiquín,desinfectantes
6416,249375,cosmética y belleza,corporal,estrias
6417,249375Duplo,cosmética y belleza,corporal,estrias
6418,24938,cosmética y belleza,facial,maquillajes
6419,249409,cosmética y belleza,labial,hidratantes labiales
6420,249425,higiene y cuidado personal,dental,dentífricos
6421,24950,higiene y cuidado personal,pies,limas y durezas
6422,24956,higiene y cuidado personal,pies,limas y durezas
6423,249904,nutrición,pérdida de peso,quemagrasas
6424,2500000002,higiene y cuidado personal,nariz y oído,limpieza
6425,2500000250,higiene y cuidado personal,nariz y oído,limpieza
6426,2500000251,salud,vitaminas y minerales,suplementos
6427,250216,salud,botiquín,antimosquitos
6428,250464,higiene y cuidado personal,facial,desmaquillantes y limpiadores
6429,250753,higiene y cuidado personal,corporal,geles
6430,250761,higiene y cuidado personal,facial,desmaquillantes y limpiadores
6431,250795,cosmética y belleza,facial,hidratantes
6432,250829,higiene y cuidado personal,cabello,champu
6433,250852,salud,salud sexual,falta de deseo
6434,250928,nutrición,pérdida de peso,productos sustitutivos y entrehoras
6435,251009,cosmética y belleza,labial,hidratantes labiales
6436,251197,salud,botiquín,golpes y hematomas
6437,251306,cosmética y belleza,facial,piel seca
6438,251827,infantil,higiene infantil,toallitas bebé
6439,251892,cosmética y belleza,facial,maquillajes
6440,251970,cosmética y belleza,ojos,contorno de ojos
6441,251995,salud,vitaminas y minerales,jalea real
6442,252021,nutrición,nutrición específica,niños
6443,252031,cosmética y belleza,corporal,urticaria y psoriasis
6444,252056,cosmética y belleza,corporal,hidratación
6445,252262,salud,vitaminas y minerales, suplementos
6446,252369,cosmética y belleza,facial,antiarrugas
6447,252882,higiene y cuidado personal,facial,desmaquillantes y limpiadores
6448,252957,cosmética y belleza,manos,crema de manos
6449,253014,higiene y cuidado personal,cabello,champu
6450,253015,higiene y cuidado personal,pies,desodorante de pies
6451,253153,higiene y cuidado personal,nariz y oído,tapones y protección
6452,253203,salud,botiquín,quemaduras y cicatrices
6453,253286,higiene y cuidado personal,cabello,peinado y tratamiento
6454,253385,cosmética y belleza,facial,acné
6455,253427,higiene y cuidado personal,nariz y oído,tapones y protección
6457,254006,cosmética y belleza,facial,serum
6458,254185,salud,botiquín,quemaduras y cicatrices
6459,254227,higiene y cuidado personal,dental,cuidados especiales
6460,254543,cosmética y belleza,labial,hidratantes labiales
6461,254547,cosmética y belleza,corporal,piel seca y atópica
6462,254558,higiene y cuidado personal,cabello,mascarillas
6463,254680,higiene y cuidado personal,nariz y oído,tapones y protección
6464,254847,higiene y cuidado personal,dental,prótesis dentales
6465,254906,cosmética y belleza,facial,acné
6466,255026,cosmética y belleza,corporal,hidratación
6467,255059,salud,problemas cardiovasculares y circulación,piernas cansadas y varices
6468,255183,higiene y cuidado personal,cabello,peinado y tratamiento
6469,255620,higiene y cuidado personal,cabello,champu
6470,255681,cosmética y belleza,corporal,piel seca y atópica
6471,255752,cosmética y belleza,facial,maquillajes
6472,255786,higiene y cuidado personal,corporal,desodorantes
6473,255810,cosmética y belleza,corporal,hidratación
6474,255927,higiene y cuidado personal,dental,blanqueamiento dental
6475,256180,cosmética y belleza,facial,maquillajes
6476,256198,cosmética y belleza,facial,maquillajes
6477,256551,higiene y cuidado personal,dental,cepillos interdentales
6478,256552,cosmética y belleza,facial,maquillajes
6479,256553,higiene y cuidado personal,dental,cepillos
6480,256768,higiene y cuidado personal,dental,blanqueamiento dental
6481,256842,higiene y cuidado personal,cabello,champu
6482,256859,cosmética y belleza,facial,hidratantes
6483,256867,cosmética y belleza,facial,acné
6484,256958,cosmética y belleza,facial,maquillajes
6485,257000,salud,botiquín,quemaduras y cicatrices
6486,257001,infantil,higiene infantil,hidratantes
6487,257040,salud,salud sexual,preservativos
6488,257041,salud,salud sexual,preservativos
6489,257098,cosmética y belleza,corporal,hidratación
6490,257099,salud,vitaminas y minerales, multivitamínicos
6491,257279,infantil,biberones,biberones
6492,257337,higiene y cuidado personal,dental,cuidados especiales
6493,257642,cosmética y belleza,sol,protectores solares
6494,257659,higiene y cuidado personal,corporal,desodorantes
6495,257683,higiene y cuidado personal,dental,dentífricos
6496,258000,infantil,juguetes,mordedores
6497,258038,cosmética y belleza,labial,hidratantes labiales
6498,258110,infantil,accesorios de alimentación,baberos y otros
6499,258120,infantil,accesorios de alimentación,baberos y otros
6500,258160,cosmética y belleza,corporal,hidratación
6501,258186,higiene y cuidado personal,dental,dentífricos
6502,258210,infantil,juguetes,mordedores
6503,258220,infantil,juguetes,mordedores
6504,258236,salud,vitaminas y minerales,multivitamínicos
6505,258350,infantil,biberones,biberones
6506,258384,infantil,chupetes,chupetes de silicona
6507,258483,higiene y cuidado personal,facial,desmaquillantes y limpiadores
6508,258483+50%,higiene y cuidado personal,facial,desmaquillantes y limpiadores
6509,258541,infantil,chupetes,chupetes de silicona
6510,258574,cosmética y belleza,sol,protectores solares
6511,258582,higiene y cuidado personal,facial,desmaquillantes y limpiadores
6512,258590,salud,botiquín,quemaduras y cicatrices
6513,258608,higiene y cuidado personal,dental,blanqueamiento dental
6514,258657,salud,salud sexual,preservativos
6515,258665,cosmética y belleza,ojos,pestañas
6516,258863,infantil,higiene infantil,hidratantes
6517,258897,higiene y cuidado personal,cabello,antigrasa
6518,258913,higiene y cuidado personal,facial,desmaquillantes y limpiadores
6519,258939,cosmética y belleza,facial,antiarrugas
6520,259002,higiene y cuidado personal,facial,desmaquillantes y limpiadores
6521,259101,infantil,chupetes,chupetes de latex o caucho
6522,259101niña,infantil,chupetes,chupetes de latex o caucho
6523,259168,cosmética y belleza,facial,hidratantes
6524,259176,cosmética y belleza,facial,rojeces
6525,259184.4,higiene y cuidado personal,facial,desmaquillantes y limpiadores
6527,259366,infantil,higiene infantil,crema pañal
6528,259366x2,infantil,higiene infantil,crema pañal
6529,259374,cosmética y belleza,facial,antiarrugas
6530,259408,cosmética y belleza,facial,antiarrugas
6531,259457,cosmética y belleza,facial,hidratantes
6532,259473,cosmética y belleza,facial,antiarrugas
6533,259481,cosmética y belleza,corporal,hidratación
6534,259499,cosmética y belleza,facial,hidratantes
6535,259507,cosmética y belleza,facial,hidratantes
6536,259564,cosmética y belleza,corporal,hidratación
6537,259572,infantil,higiene infantil,crema pañal
6538,259606,cosmética y belleza,corporal,hidratación
6539,259648,higiene y cuidado personal,corporal,desodorantes
6540,259655,higiene y cuidado personal,cabello,mascarillas
6541,259663,higiene y cuidado personal,cabello,anticaída
6542,259689,cosmética y belleza,hombres,afeitado masculino
6543,259754,salud,problemas cardiovasculares y circulación,piernas cansadas y varices
6544,259757,salud,descanso y relajación,
6545,259762,higiene y cuidado personal,pies,hidratantes pies
6546,259770,salud,botiquín,quemaduras y cicatrices
6547,259796,higiene y cuidado personal,corporal,desodorantes
6548,259812,salud,descanso y relajación,
6549,259853,higiene y cuidado personal,corporal,pastilla de jabón
6550,260042,infantil,lactancia,discos de lactancia
6551,260075,infantil,lactancia,discos de lactancia
6552,260083,higiene y cuidado personal,dental,colutorios
6553,260091,cosmética y belleza,sol,auto bronceadores
6554,260182,cosmética y belleza,corporal,hidratación
6555,260898,cosmética y belleza,facial,antiarrugas
6556,260900,cosmética y belleza,facial,hidratantes
6557,260903,cosmética y belleza,facial,hidratantes
6558,261073,cosmética y belleza,manos,crema de manos
6559,261714,salud,vitaminas y minerales,multivitamínicos
6560,261715,salud,vitaminas y minerales,multivitamínicos
6561,261716,salud,vitaminas y minerales,multivitamínicos
6562,261899,salud,trastornos digestivos ,estreñimiento
6563,26202,salud,vitaminas y minerales,multivitamínicos
6564,262279,cosmética y belleza,corporal,hidratación
6565,262658,higiene y cuidado personal,facial,desmaquillantes y limpiadores
6566,262667,higiene y cuidado personal,cabello,peinado y tratamiento
6567,262709,cosmética y belleza,facial,hidratantes
6568,262717,cosmética y belleza,facial,hidratantes
6569,262725,higiene y cuidado personal,cabello,champu
6570,262857,higiene y cuidado personal,dental,cuidados especiales
6571,262881,cosmética y belleza,facial,acné
6572,262956,salud,belleza,piel
6573,262964,higiene y cuidado personal,corporal,geles
6574,263192,salud,aparato urinario,cistitis
6575,263194,cosmética y belleza,sol,after-sun
6576,263293,salud,botiquín,termómetros
6577,263657,higiene y cuidado personal,dental,colutorios
6578,263665,higiene y cuidado personal,dental,colutorios
6579,264237,salud,vitaminas y minerales,multivitamínicos
6580,264258,higiene y cuidado personal,facial,desmaquillantes y limpiadores
6581,264259,cosmética y belleza,facial,ampollas
6582,264264,higiene y cuidado personal,dental,cepillos
6583,264264.2,higiene y cuidado personal,dental,cepillos
6584,264264.3,higiene y cuidado personal,dental,cepillos
6585,264267,cosmética y belleza,facial,ampollas
6586,264268,higiene y cuidado personal,dental,cepillos eléctricos
6587,264606,higiene y cuidado personal,corporal,geles
6588,264614,cosmética y belleza,manos,crema de manos
6589,264662,salud,óptica,colirios
6590,264689,higiene y cuidado personal,pies,desodorante de pies
6591,264770,salud,salud sexual,preservativos
6592,264788,salud,salud sexual,preservativos
6595,264861,cosmética y belleza,facial,acné
6596,265223,cosmética y belleza,corporal,estrias
6597,265231,cosmética y belleza,facial,antiarrugas
6598,265256,cosmética y belleza,facial,antiarrugas
6599,265314,cosmética y belleza,corporal,urticaria y psoriasis
6600,265314x2,cosmética y belleza,corporal,urticaria y psoriasis
6601,265332,higiene y cuidado personal,nariz y oído,limpieza
6602,265538,cosmética y belleza,facial,acné
6603,265587,higiene y cuidado personal,dental,dentífricos
6605,266023,infantil,alimentación infantil,papillas
6606,266049,higiene y cuidado personal,íntima,compresas
6607,266114,higiene y cuidado personal,íntima,compresas
6608,266651,higiene y cuidado personal,dental,cepillos
6609,266890,infantil,higiene infantil,costra láctea
6610,267039,cosmética y belleza,sol,protectores solares
6611,267112,cosmética y belleza,facial,acné
6612,267260,higiene y cuidado personal,pies,desodorante de pies
6613,267716,infantil,higiene infantil,hidratantes
6614,267724,higiene y cuidado personal,íntima,limpieza
6615,267807,salud,vitaminas y minerales,multivitamínicos
6616,267823,infantil,lactancia,pezoneras
6617,267872,higiene y cuidado personal,dental,dentífricos
6618,268243,salud,botiquín,quemaduras y cicatrices
6619,268367,higiene y cuidado personal,dental,cepillos
6620,268383,higiene y cuidado personal,facial,desmaquillantes y limpiadores
6621,268409,higiene y cuidado personal,dental,colutorios
6622,268656,infantil,chupetes,chupetes de latex o caucho
6623,268664,infantil,chupetes,chupetes de latex o caucho
6624,269183,cosmética y belleza,manos,crema de manos
6625,269266,infantil,chupetes,chupetes de silicona
6626,269309,higiene y cuidado personal,facial,desmaquillantes y limpiadores
6627,269467,higiene y cuidado personal,nariz y oído,limpieza
6628,269469,cosmética y belleza,facial,antimanchas
6629,269472,higiene y cuidado personal,dental,prótesis dentales
6630,269480,higiene y cuidado personal,dental,prótesis dentales
6632,269837,higiene y cuidado personal,nariz y oído,limpieza
6633,269845,higiene y cuidado personal,nariz y oído,limpieza
6634,269852,infantil,biberones,biberones
6635,269860,higiene y cuidado personal,dental,colutorios
6636,269923,infantil,higiene infantil,hidratantes
6637,269925,higiene y cuidado personal,pies,desodorante de pies
6638,269936,infantil,biberones,biberones
6639,269944,infantil,biberones,biberones
6640,269969,cosmética y belleza,facial,acné
6642,274407,salud,vitaminas y minerales,
6643,275180,salud,trastornos digestivos ,estreñimiento
6644,276000,salud,salud sexual,accesorios
6645,276017,salud,salud sexual,accesorios
6646,276048,salud,salud sexual,lubricantes
6647,276055,salud,salud sexual,accesorios
6648,276406,higiene y cuidado personal,íntima,copas menstruales
6649,276420,higiene y cuidado personal,íntima,copas menstruales
