,sku,cat1,cat2,cat3
6225,233163,Higiene y cuidado personal,Dental,Prótesis Dentales
6226,233395,Higiene y cuidado personal,Cabello,Champús especiales
6227,233403,Higiene y cuidado personal,Cabello,Champu
6228,233411,Higiene y cuidado personal,Cabello,Champu
6229,233412,Higiene y cuidado personal,Cabello,Champu
6230,233413,Higiene y cuidado personal,Cabello,Champu
6231,233414,Higiene y cuidado personal,Cabello,Anticaída
6232,233415,Higiene y cuidado personal,Cabello,Champu
6233,233416,Higiene y cuidado personal,Cabello,Champu
6234,233417,Higiene y cuidado personal,Cabello,Champu
6235,233418,Higiene y cuidado personal,Cabello,Champu
6236,233419,Higiene y cuidado personal,Cabello,Champu
6237,233536,Higiene y cuidado personal,Dental,Cepillos
6238,233618,Infantil,Biberones,Tetinas
6239,233692,Cosmética y Belleza,Manos,Crema de Manos
6240,233759,Higiene y cuidado personal,Corporal,Geles
6241,233771,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
6242,233858,Higiene y cuidado personal,Corporal,Desodorantes
6243,234229,Higiene y cuidado personal,Corporal,Desodorantes
6244,234385,Infantil,Alimentación infantil,Papillas
6245,234401,Nutrición,Alimentos,Edulcorantes
6246,234427,Nutrición,Alimentos,Edulcorantes
6247,234435,Infantil,Alimentación infantil,Papillas
6248,234442,Cosmética y Belleza,Facial,Antiarrugas
6249,234442.regalo,Cosmética y Belleza,Facial,Antiarrugas
6250,234444,Cosmética y Belleza,Facial,Antiarrugas
6251,234448,Nutrición,Pérdida de peso,Drenajes
6252,234451,Salud,Problemas cardiovasculares y circulación,Colesterol
6253,234770,Salud,Vitaminas y Minerales,Multivitamínicos
6254,234790,Higiene y cuidado personal,Facial,Exfoliantes
6255,234807,Higiene y cuidado personal,Cabello,Champu
6256,235242,Nutrición,Alimentos,Edulcorantes
6257,235457,Higiene y cuidado personal,Corporal,Desodorantes
6258,235507,Cosmética y Belleza,Sol,Auto bronceadores
6259,235550,Cosmética y Belleza,Facial,Acné
6260,235553,Salud,Vitaminas y Minerales,Multivitamínicos
6263,235747,Cosmética y Belleza,Facial,Antiarrugas
6265,235861,Cosmética y Belleza,Corporal,Hidratación
6266,235887,Cosmética y Belleza,Corporal,Hidratación
6267,235895,Higiene y cuidado personal,Dental,Hilo Dental
6268,236265,Higiene y cuidado personal,Corporal,Geles
6269,236273,Higiene y cuidado personal,Cabello,Champu
6270,236281,Higiene y cuidado personal,Cabello,Champu
6271,236331,Salud,Botiquín,Control de glucosa
6272,236537,Salud,Vitaminas y Minerales,Multivitamínicos
6273,236646,Higiene y cuidado personal,Cabello,Champu
6274,236703,Cosmética y Belleza,Facial,Maquillajes
6275,2370-658,Salud,Vitaminas y Minerales,Suplementos
6276,237321,Higiene y cuidado personal,Cabello,Anticaída
6277,237552,Infantil,Higiene infantil,Gel-Champú
6278,237776,Infantil,Higiene infantil,Gel-Champú
6279,237784,Higiene y cuidado personal,Cabello,Champu
6280,237792,Infantil,Higiene infantil,Hidratantes
6281,237802,Salud,Vitaminas y Minerales,Suplementos
6282,237804,Higiene y cuidado personal,Dental,Hilo Dental
6283,237807,Infantil,Higiene infantil,Gel-Champú
6284,237925,Salud,Botiquín,Termómetros
6285,237990,Higiene y cuidado personal,Íntima,Compresas
6286,238014,Higiene y cuidado personal,Cabello,Champu
6287,238022,Higiene y cuidado personal,Cabello,Champu
6288,238188,Higiene y cuidado personal,Cabello,Champu
6289,238287,Cosmética y Belleza,Corporal,Hidratación
6290,238381,Salud,Belleza,Celulitis
6291,238428,Higiene y cuidado personal,Cabello,Champu
6292,238436,Higiene y cuidado personal,Cabello,Champu
6293,238444,Cosmética y Belleza,Labial,Con Protección Solar
6294,238444x2,Cosmética y Belleza,Labial,Hidratantes Labiales
6296,238501,Higiene y cuidado personal,Corporal,Geles
6297,238576,Higiene y cuidado personal,Dental,Colutorios
6298,238592,Higiene y cuidado personal,Dental,Colutorios
6299,238808,Cosmética y Belleza,Facial,Antiarrugas
6300,239145,Salud,Ortopedia,Bolsas de frío y calor
6301,239194,Higiene y cuidado personal,Corporal,Desodorantes
6302,239194duplo,Higiene y cuidado personal,Corporal,Desodorantes
6303,239208,Salud,Vitaminas y Minerales,Multivitamínicos
6304,239209,Salud,Vitaminas y Minerales,Suplementos
6305,239212,Salud,Vitaminas y Minerales,Multivitamínicos
6306,239214,Cosmética y Belleza,Corporal,Piel Seca y atópica
6307,239214duplo,Infantil,Higiene infantil,Pieles Atópicas
6308,239216.8,Salud,Aparato Urinario,cistitis
6310,239434,Higiene y cuidado personal,Cabello,Anticaída
6311,239434.pack,Higiene y cuidado personal,Cabello,Anticaída
6312,239442,Higiene y cuidado personal,Cabello,Anticaída
6313,239442+184582,Higiene y cuidado personal,Cabello,Anticaída
6314,239691,Cosmética y Belleza,Hombres,Afeitado Masculino
6315,239954,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
6316,240044,Cosmética y Belleza,Manos,Crema de Manos
6317,240176,Salud,Aparato Respiratorio,Garganta y tos
6318,240336,Salud,Aparato Respiratorio,Garganta y tos
6319,240345,Salud,Aparato Respiratorio,Garganta y tos
6320,240374,Cosmética y Belleza,Corporal,Urticaria y Psoriasis
6321,240515,Salud,Ortopedia,Lesiones
6322,240627,Higiene y cuidado personal,Cabello,Anticaída
6323,24079,Cosmética y Belleza,Accesorios de Belleza,Pinzas de depilar
6324,24091,Cosmética y Belleza,Uñas,Cortauñas y Tijeras
6325,24095,Cosmética y Belleza,Accesorios de Belleza,Pinzas de depilar
6326,240952,Nutrición,Nutrición específica,Niños
6327,241000,Cosmética y Belleza,Facial,Antiarrugas
6328,241000x2,Cosmética y Belleza,Facial,Antiarrugas
6329,241018,Cosmética y Belleza,Facial,Antiarrugas
6330,241026,Higiene y cuidado personal,Corporal,Geles
6331,241034,Cosmética y Belleza,Facial,Ampollas
6332,241067,Higiene y cuidado personal,Facial,Exfoliantes
6334,24110,Cosmética y Belleza,Uñas,Cortauñas y Tijeras
6335,24111,Cosmética y Belleza,Uñas,Cortauñas y Tijeras
6336,24153,Cosmética y Belleza,Uñas,Cortauñas y Tijeras
6337,242014,Infantil,Higiene infantil,Toallitas Bebé
6338,242289,Cosmética y Belleza,Labial,Hidratantes Labiales
6339,242637,Cosmética y Belleza,Facial,Antiarrugas
6340,242638,Cosmética y Belleza,Facial,Antiarrugas
6341,242776,Cosmética y Belleza,Accesorios de Belleza,Pinzas de depilar
6342,242784,Cosmética y Belleza,Accesorios de Belleza,Pinzas de depilar
6343,242792,Cosmética y Belleza,Accesorios de Belleza,Pinzas de depilar
6344,242799,Cosmética y Belleza,Facial,Antiarrugas
6345,242818,Cosmética y Belleza,Uñas,Cortauñas y Tijeras
6346,242867.Rosa,Cosmética y Belleza,Uñas,Cortauñas y Tijeras
6347,242875,Cosmética y Belleza,Uñas,Cortauñas y Tijeras
6348,242966,Cosmética y Belleza,Uñas,Limas y tratamiento uñas
6349,243014,Higiene y cuidado personal,Pies,Limas y durezas
6350,243063,Cosmética y Belleza,Facial,Acné
6351,243147,Higiene y cuidado personal,Corporal,Geles
6352,243162,Higiene y cuidado personal,Corporal,Desodorantes
6353,243170,Cosmética y Belleza,Facial,Hidratantes
6354,24323,Cosmética y Belleza,Accesorios de Belleza,Peines o Cepillos
6355,24324,Higiene y cuidado personal,Cabello,Piojos
6356,243299,Cosmética y Belleza,Facial,Serum
6357,243691,Infantil,Higiene infantil,Primeros Dientes
6358,243833,Cosmética y Belleza,Facial,Antiarrugas
6359,243949,Salud,Botiquín,Quemaduras y cicatrices
6360,244046,Higiene y cuidado personal,Corporal,Desodorantes
6361,244301,Higiene y cuidado personal,Dental,Dentífricos
6362,244889,Cosmética y Belleza,Facial,Hidratantes
6363,245027,Salud,Botiquín,desinfectantes
6364,245035,Cosmética y Belleza,Perfumería,Infantil
6365,245050,Infantil,Higiene infantil,Gel-Champú
6366,245050X2,Infantil,Higiene infantil,Gel-Champú
6367,245100,Cosmética y Belleza,Facial,Antiarrugas
6368,245100+391342,Cosmética y Belleza,Facial,Antiarrugas
6369,245209,Higiene y cuidado personal,Pies,Hidratantes Pies
6370,245332,Cosmética y Belleza,Facial,Antiarrugas
6371,245365,Higiene y cuidado personal,Dental,Ortodoncia
6372,245733,Cosmética y Belleza,Facial,Acné
6373,245761,Cosmética y Belleza,Manos,Crema de Manos
6374,245779,Salud,Vitaminas y Minerales, Multivitamínicos
6375,246090,Salud,Óptica,Salud ocular
6376,246116.Regalo,Salud,Óptica,Toallitas Oculares
6377,246253,Higiene y cuidado personal,Cabello,Anticaída
6378,246253.duplo,Higiene y cuidado personal,Cabello,Anticaída
6379,246405,Cosmética y Belleza,Facial,Serum
6380,246439,Cosmética y Belleza,Facial,Antiarrugas
6381,246485,Cosmética y Belleza,Corporal,Hidratación
6382,246934,Cosmética y Belleza,Accesorios de Belleza,Pinzas de depilar
6383,246942,Cosmética y Belleza,Uñas,Cortauñas y Tijeras
6384,247066,Cosmética y Belleza,Facial,Antiarrugas
6385,247068,Higiene y cuidado personal,Dental,Hilo Dental
6386,247074,Cosmética y Belleza,Facial,Antiarrugas
6387,247077,Salud,Mujer,Bienestar de la mujer
6388,247098,Cosmética y Belleza,Labial,Hidratantes Labiales
6389,247205,Salud,Botiquín,Quemaduras y cicatrices
6390,247353,Salud,Belleza,Cabello | Uñas
6391,247361,Cosmética y Belleza,Facial,Antiarrugas
6392,247379,Cosmética y Belleza,Facial,Ampollas
6393,247411,Salud,Mujer,Bienestar de la mujer
6394,247429,Salud,Belleza,Antienvejecimiento
6395,247437,Salud,Belleza,Cabello | Uñas
6396,247676,Cosmética y Belleza,Facial,Piel Atópica
6397,247742,Higiene y cuidado personal,Dental,Colutorios
6398,247789,Infantil,Alimentación infantil,Leches infantiles
6399,247957,Nutrición,Pérdida de peso,Quemagrasas
6400,248211,Salud,Vitaminas y Minerales,Jalea real
6401,248302,Cosmética y Belleza,Facial,Ampollas
6402,248401,Nutrición,Nutrición específica,Adultos
6403,248526,Higiene y cuidado personal,Nariz y oído,Limpieza
6404,248641,Cosmética y Belleza,Facial,Hidratantes
6405,248708,Salud,Salud Sexual,Preservativos
6406,248716,Salud,Salud Sexual,Preservativos
6407,248735,Infantil,Accesorios de alimentación,Esterilización y limpieza
6408,248738,Infantil,Biberones,Biberones
6409,248740,Cosmética y Belleza,Sol,Suplementos
6410,249078,Higiene y cuidado personal,Corporal,Geles
6411,249103,Nutrición,Nutrición específica,Niños
6412,249115,Infantil,Juguetes,Mordedores
6413,249210,Salud,Botiquín,Golpes y hematomas
6414,249218,Salud,Botiquín,Golpes y hematomas
6415,249250,Salud,Botiquín,desinfectantes
6416,249375,Cosmética y Belleza,Corporal,Estrias
6417,249375Duplo,Cosmética y Belleza,Corporal,Estrias
6418,24938,Cosmética y Belleza,Facial,Maquillajes
6419,249409,Cosmética y Belleza,Labial,Hidratantes Labiales
6420,249425,Higiene y cuidado personal,Dental,Dentífricos
6421,24950,Higiene y cuidado personal,Pies,Limas y durezas
6422,24956,Higiene y cuidado personal,Pies,Limas y durezas
6423,249904,Nutrición,Pérdida de peso,Quemagrasas
6424,2500000002,Higiene y cuidado personal,Nariz y oído,Limpieza
6425,2500000250,Higiene y cuidado personal,Nariz y oído,Limpieza
6426,2500000251,Salud,Vitaminas y Minerales,Suplementos
6427,250216,Salud,Botiquín,Antimosquitos
6428,250464,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
6429,250753,Higiene y cuidado personal,Corporal,Geles
6430,250761,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
6431,250795,Cosmética y Belleza,Facial,Hidratantes
6432,250829,Higiene y cuidado personal,Cabello,Champu
6433,250852,Salud,Salud Sexual,Falta de Deseo
6434,250928,Nutrición,Pérdida de peso,Productos sustitutivos y entrehoras
6435,251009,Cosmética y Belleza,Labial,Hidratantes Labiales
6436,251197,Salud,Botiquín,Golpes y hematomas
6437,251306,Cosmética y Belleza,Facial,Piel Seca
6438,251827,Infantil,Higiene infantil,Toallitas Bebé
6439,251892,Cosmética y Belleza,Facial,Maquillajes
6440,251970,Cosmética y Belleza,Ojos,Contorno de Ojos
6441,251995,Salud,Vitaminas y Minerales,Jalea real
6442,252021,Nutrición,Nutrición específica,Niños
6443,252031,Cosmética y Belleza,Corporal,Urticaria y Psoriasis
6444,252056,Cosmética y Belleza,Corporal,Hidratación
6445,252262,Salud,Vitaminas y Minerales, Suplementos
6446,252369,Cosmética y Belleza,Facial,Antiarrugas
6447,252882,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
6448,252957,Cosmética y Belleza,Manos,Crema de Manos
6449,253014,Higiene y cuidado personal,Cabello,Champu
6450,253015,Higiene y cuidado personal,Pies,Desodorante de Pies
6451,253153,Higiene y cuidado personal,Nariz y oído,Tapones y protección
6452,253203,Salud,Botiquín,Quemaduras y cicatrices
6453,253286,Higiene y cuidado personal,Cabello,Peinado y tratamiento
6454,253385,Cosmética y Belleza,Facial,Acné
6455,253427,Higiene y cuidado personal,Nariz y oído,Tapones y protección
6457,254006,Cosmética y Belleza,Facial,Serum
6458,254185,Salud,Botiquín,Quemaduras y cicatrices
6459,254227,Higiene y cuidado personal,Dental,Cuidados Especiales
6460,254543,Cosmética y Belleza,Labial,Hidratantes Labiales
6461,254547,Cosmética y Belleza,Corporal,Piel Seca y atópica
6462,254558,Higiene y cuidado personal,Cabello,Mascarillas
6463,254680,Higiene y cuidado personal,Nariz y oído,Tapones y protección
6464,254847,Higiene y cuidado personal,Dental,Prótesis Dentales
6465,254906,Cosmética y Belleza,Facial,Acné
6466,255026,Cosmética y Belleza,Corporal,Hidratación
6467,255059,Salud,Problemas cardiovasculares y circulación,Piernas cansadas y varices
6468,255183,Higiene y cuidado personal,Cabello,Peinado y tratamiento
6469,255620,Higiene y cuidado personal,Cabello,Champu
6470,255681,Cosmética y Belleza,Corporal,Piel Seca y atópica
6471,255752,Cosmética y Belleza,Facial,Maquillajes
6472,255786,Higiene y cuidado personal,Corporal,Desodorantes
6473,255810,Cosmética y Belleza,Corporal,Hidratación
6474,255927,Higiene y cuidado personal,Dental,Blanqueamiento Dental
6475,256180,Cosmética y Belleza,Facial,Maquillajes
6476,256198,Cosmética y Belleza,Facial,Maquillajes
6477,256551,Higiene y cuidado personal,Dental,Cepillos Interdentales
6478,256552,Cosmética y Belleza,Facial,Maquillajes
6479,256553,Higiene y cuidado personal,Dental,Cepillos
6480,256768,Higiene y cuidado personal,Dental,Blanqueamiento Dental
6481,256842,Higiene y cuidado personal,Cabello,Champu
6482,256859,Cosmética y Belleza,Facial,Hidratantes
6483,256867,Cosmética y Belleza,Facial,Acné
6484,256958,Cosmética y Belleza,Facial,Maquillajes
6485,257000,Salud,Botiquín,Quemaduras y cicatrices
6486,257001,Infantil,Higiene infantil,Hidratantes
6487,257040,Salud,Salud Sexual,Preservativos
6488,257041,Salud,Salud Sexual,Preservativos
6489,257098,Cosmética y Belleza,Corporal,Hidratación
6490,257099,Salud,Vitaminas y Minerales, Multivitamínicos
6491,257279,Infantil,Biberones,Biberones
6492,257337,Higiene y cuidado personal,Dental,Cuidados Especiales
6493,257642,Cosmética y Belleza,Sol,Protectores solares
6494,257659,Higiene y cuidado personal,Corporal,Desodorantes
6495,257683,Higiene y cuidado personal,Dental,Dentífricos
6496,258000,Infantil,Juguetes,Mordedores
6497,258038,Cosmética y Belleza,Labial,Hidratantes Labiales
6498,258110,Infantil,Accesorios de alimentación,Baberos y otros
6499,258120,Infantil,Accesorios de alimentación,Baberos y otros
6500,258160,Cosmética y Belleza,Corporal,Hidratación
6501,258186,Higiene y cuidado personal,Dental,Dentífricos
6502,258210,Infantil,Juguetes,Mordedores
6503,258220,Infantil,Juguetes,Mordedores
6504,258236,Salud,Vitaminas y Minerales,Multivitamínicos
6505,258350,Infantil,Biberones,Biberones
6506,258384,Infantil,Chupetes,Chupetes de Silicona
6507,258483,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
6508,258483+50%,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
6509,258541,Infantil,Chupetes,Chupetes de Silicona
6510,258574,Cosmética y Belleza,Sol,Protectores solares
6511,258582,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
6512,258590,Salud,Botiquín,Quemaduras y cicatrices
6513,258608,Higiene y cuidado personal,Dental,Blanqueamiento Dental
6514,258657,Salud,Salud Sexual,Preservativos
6515,258665,Cosmética y Belleza,Ojos,Pestañas
6516,258863,Infantil,Higiene infantil,Hidratantes
6517,258897,Higiene y cuidado personal,Cabello,Antigrasa
6518,258913,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
6519,258939,Cosmética y Belleza,Facial,Antiarrugas
6520,259002,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
6521,259101,Infantil,Chupetes,Chupetes de Latex o Caucho
6522,259101niña,Infantil,Chupetes,Chupetes de Latex o Caucho
6523,259168,Cosmética y Belleza,Facial,Hidratantes
6524,259176,Cosmética y Belleza,Facial,Rojeces
6525,259184.4,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
6527,259366,Infantil,Higiene infantil,Crema pañal
6528,259366x2,Infantil,Higiene infantil,Crema pañal
6529,259374,Cosmética y Belleza,Facial,Antiarrugas
6530,259408,Cosmética y Belleza,Facial,Antiarrugas
6531,259457,Cosmética y Belleza,Facial,Hidratantes
6532,259473,Cosmética y Belleza,Facial,Antiarrugas
6533,259481,Cosmética y Belleza,Corporal,Hidratación
6534,259499,Cosmética y Belleza,Facial,Hidratantes
6535,259507,Cosmética y Belleza,Facial,Hidratantes
6536,259564,Cosmética y Belleza,Corporal,Hidratación
6537,259572,Infantil,Higiene infantil,Crema pañal
6538,259606,Cosmética y Belleza,Corporal,Hidratación
6539,259648,Higiene y cuidado personal,Corporal,Desodorantes
6540,259655,Higiene y cuidado personal,Cabello,Mascarillas
6541,259663,Higiene y cuidado personal,Cabello,Anticaída
6542,259689,Cosmética y Belleza,Hombres,Afeitado Masculino
6543,259754,Salud,Problemas cardiovasculares y circulación,Piernas cansadas y varices
6544,259757,Salud,Descanso y relajación,
6545,259762,Higiene y cuidado personal,Pies,Hidratantes Pies
6546,259770,Salud,Botiquín,Quemaduras y cicatrices
6547,259796,Higiene y cuidado personal,Corporal,Desodorantes
6548,259812,Salud,Descanso y relajación,
6549,259853,Higiene y cuidado personal,Corporal,Pastilla de Jabón
6550,260042,Infantil,Lactancia,Discos de Lactancia
6551,260075,Infantil,Lactancia,Discos de Lactancia
6552,260083,Higiene y cuidado personal,Dental,Colutorios
6553,260091,Cosmética y Belleza,Sol,Auto bronceadores
6554,260182,Cosmética y Belleza,Corporal,Hidratación
6555,260898,Cosmética y Belleza,Facial,Antiarrugas
6556,260900,Cosmética y Belleza,Facial,Hidratantes
6557,260903,Cosmética y Belleza,Facial,Hidratantes
6558,261073,Cosmética y Belleza,Manos,Crema de Manos
6559,261714,Salud,Vitaminas y Minerales,Multivitamínicos
6560,261715,Salud,Vitaminas y Minerales,Multivitamínicos
6561,261716,Salud,Vitaminas y Minerales,Multivitamínicos
6562,261899,Salud,Trastornos digestivos ,Estreñimiento
6563,26202,Salud,Vitaminas y Minerales,Multivitamínicos
6564,262279,Cosmética y Belleza,Corporal,Hidratación
6565,262658,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
6566,262667,Higiene y cuidado personal,Cabello,Peinado y tratamiento
6567,262709,Cosmética y Belleza,Facial,Hidratantes
6568,262717,Cosmética y Belleza,Facial,Hidratantes
6569,262725,Higiene y cuidado personal,Cabello,Champu
6570,262857,Higiene y cuidado personal,Dental,Cuidados Especiales
6571,262881,Cosmética y Belleza,Facial,Acné
6572,262956,Salud,Belleza,Piel
6573,262964,Higiene y cuidado personal,Corporal,Geles
6574,263192,Salud,Aparato Urinario,cistitis
6575,263194,Cosmética y Belleza,Sol,After-Sun
6576,263293,Salud,Botiquín,Termómetros
6577,263657,Higiene y cuidado personal,Dental,Colutorios
6578,263665,Higiene y cuidado personal,Dental,Colutorios
6579,264237,Salud,Vitaminas y Minerales,Multivitamínicos
6580,264258,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
6581,264259,Cosmética y Belleza,Facial,Ampollas
6582,264264,Higiene y cuidado personal,Dental,Cepillos
6583,264264.2,Higiene y cuidado personal,Dental,Cepillos
6584,264264.3,Higiene y cuidado personal,Dental,Cepillos
6585,264267,Cosmética y Belleza,Facial,Ampollas
6586,264268,Higiene y cuidado personal,Dental,Cepillos eléctricos
6587,264606,Higiene y cuidado personal,Corporal,Geles
6588,264614,Cosmética y Belleza,Manos,Crema de Manos
6589,264662,Salud,Óptica,Colirios
6590,264689,Higiene y cuidado personal,Pies,Desodorante de Pies
6591,264770,Salud,Salud Sexual,Preservativos
6592,264788,Salud,Salud Sexual,Preservativos
6595,264861,Cosmética y Belleza,Facial,Acné
6596,265223,Cosmética y Belleza,Corporal,Estrias
6597,265231,Cosmética y Belleza,Facial,Antiarrugas
6598,265256,Cosmética y Belleza,Facial,Antiarrugas
6599,265314,Cosmética y Belleza,Corporal,Urticaria y Psoriasis
6600,265314x2,Cosmética y Belleza,Corporal,Urticaria y Psoriasis
6601,265332,Higiene y cuidado personal,Nariz y oído,Limpieza
6602,265538,Cosmética y Belleza,Facial,Acné
6603,265587,Higiene y cuidado personal,Dental,Dentífricos
6605,266023,Infantil,Alimentación infantil,Papillas
6606,266049,Higiene y cuidado personal,Íntima,Compresas
6607,266114,Higiene y cuidado personal,Íntima,Compresas
6608,266651,Higiene y cuidado personal,Dental,Cepillos
6609,266890,Infantil,Higiene infantil,Costra Láctea
6610,267039,Cosmética y Belleza,Sol,Protectores solares
6611,267112,Cosmética y Belleza,Facial,Acné
6612,267260,Higiene y cuidado personal,Pies,Desodorante de Pies
6613,267716,Infantil,Higiene infantil,Hidratantes
6614,267724,Higiene y cuidado personal,Íntima,Limpieza
6615,267807,Salud,Vitaminas y Minerales,Multivitamínicos
6616,267823,Infantil,Lactancia,Pezoneras
6617,267872,Higiene y cuidado personal,Dental,Dentífricos
6618,268243,Salud,Botiquín,Quemaduras y cicatrices
6619,268367,Higiene y cuidado personal,Dental,Cepillos
6620,268383,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
6621,268409,Higiene y cuidado personal,Dental,Colutorios
6622,268656,Infantil,Chupetes,Chupetes de Latex o Caucho
6623,268664,Infantil,Chupetes,Chupetes de Latex o Caucho
6624,269183,Cosmética y Belleza,Manos,Crema de Manos
6625,269266,Infantil,Chupetes,Chupetes de Silicona
6626,269309,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
6627,269467,Higiene y cuidado personal,Nariz y oído,Limpieza
6628,269469,Cosmética y Belleza,Facial,Antimanchas
6629,269472,Higiene y cuidado personal,Dental,Prótesis Dentales
6630,269480,Higiene y cuidado personal,Dental,Prótesis Dentales
6632,269837,Higiene y cuidado personal,Nariz y oído,Limpieza
6633,269845,Higiene y cuidado personal,Nariz y oído,Limpieza
6634,269852,Infantil,Biberones,Biberones
6635,269860,Higiene y cuidado personal,Dental,Colutorios
6636,269923,Infantil,Higiene infantil,Hidratantes
6637,269925,Higiene y cuidado personal,Pies,Desodorante de Pies
6638,269936,Infantil,Biberones,Biberones
6639,269944,Infantil,Biberones,Biberones
6640,269969,Cosmética y Belleza,Facial,Acné
6642,274407,Salud,Vitaminas y Minerales,
6643,275180,Salud,Trastornos digestivos ,Estreñimiento
6644,276000,Salud,Salud Sexual,Accesorios
6645,276017,Salud,Salud Sexual,Accesorios
6646,276048,Salud,Salud Sexual,Lubricantes
6647,276055,Salud,Salud Sexual,Accesorios
6648,276406,Higiene y cuidado personal,Íntima,Copas menstruales
6649,276420,Higiene y cuidado personal,Íntima,Copas menstruales
6650,277731,Salud,Trastornos digestivos ,Estreñimiento
6651,279222,Infantil,Alimentación infantil,Papillas
6652,28100010,Salud,Vitaminas y Minerales,
6653,288045,Higiene y cuidado personal,Corporal,Pastilla de Jabón
6654,288197,Higiene y cuidado personal,Íntima,Copas menstruales
6655,288198,Higiene y cuidado personal,Íntima,Copas menstruales
6656,288920,Higiene y cuidado personal,Íntima,Compresas
6657,288921,Higiene y cuidado personal,Íntima,Compresas
6658,288922,Higiene y cuidado personal,Íntima,Compresas
6659,2900271,Infantil,Cambio de pañal,Pañales
6660,2900371,Infantil,Cambio de pañal,Pañales
6661,292839,Salud,Problemas cardiovasculares y circulación,
6662,292870,Cosmética y Belleza,Corporal,Celulitis
6663,293176,Higiene y cuidado personal,Dental,Dentífricos
6664,294215,Salud,Belleza,Antienvejecimiento
6665,295022,Salud,Descanso y relajación,
6666,296657,Nutrición,Pérdida de peso,Drenajes
6667,296665,Nutrición,Pérdida de peso,Drenajes
6668,297259,Salud,Botiquín,Antimareo
6669,298588,Salud,Vitaminas y Minerales,
6670,298893,Nutrición,Pérdida de peso,Quemagrasas
6671,299312,Salud,Trastornos digestivos ,
6672,299883,Salud,Descanso y relajación,
6673,2INT0007,Salud,Vitaminas y Minerales,
6674,2INT0240,Salud,Vitaminas y Minerales,
6675,2INT0298,Salud,Vitaminas y Minerales,Suplementos
6676,2INT0467,Salud,Vitaminas y Minerales,Suplementos
6677,2INT0755,Salud,Vitaminas y Minerales,Suplementos
6678,2INT1053,Salud,Aparato Respiratorio,Garganta y tos
6679,300061,Cosmética y Belleza,Labial,Hidratantes Labiales
6680,300103,Higiene y cuidado personal,Corporal,Desodorantes
6681,300111,Higiene y cuidado personal,Pies,Desodorante de Pies
6682,300293,Higiene y cuidado personal,Dental,Prótesis Dentales
6683,300319,Higiene y cuidado personal,Nariz y oído,Limpieza
6684,300330,Salud,Salud Sexual,Lubricantes
6685,300360,Nutrición,Pérdida de peso,Drenajes
6686,300364,Salud,Aparato Respiratorio,Garganta y tos
6687,300365,Salud,Aparato Respiratorio,Garganta y tos
6688,300432,Higiene y cuidado personal,Dental,Blanqueamiento Dental
6689,300434,Cosmética y Belleza,Corporal,Piel Seca y atópica
6690,300477,Cosmética y Belleza,Corporal,Hidratación
6691,300479,Higiene y cuidado personal,Cabello,Anticaspa
6692,300487,Salud,Vitaminas y Minerales,Suplementos
6693,300488,Salud,Trastornos digestivos ,Estreñimiento
6694,300509osoblanco,Infantil,Chupetes,Chupetes de Silicona
6695,300632,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
6696,300806,Higiene y cuidado personal,Corporal,Geles
6697,300830,Higiene y cuidado personal,Dental,Cepillos
6698,300848,Higiene y cuidado personal,Dental,Cepillos
6699,300855,Higiene y cuidado personal,Dental,Cepillos Interdentales
6700,300871,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
6701,300905,Higiene y cuidado personal,Nariz y oído,Limpieza
6702,301135,Salud,Mujer,Menopausia
6703,301176,Salud,Problemas cardiovasculares y circulación,Piernas cansadas y varices
6704,301234,Cosmética y Belleza,Corporal,Celulitis
6705,301267,Salud,Problemas cardiovasculares y circulación,
6706,301440,Cosmética y Belleza,Corporal,Reductores y reafirmantes
6707,301465,Salud,Mujer,Bienestar de la mujer
6708,301609,Cosmética y Belleza,Labial,Con Protección Solar
6709,3018908,Higiene y cuidado personal,Corporal,Depilatorios
6710,3018995,Higiene y cuidado personal,Corporal,Depilatorios
6711,3018999,Higiene y cuidado personal,Corporal,Depilatorios
6712,3019000,Higiene y cuidado personal,Corporal,Depilatorios
6713,3019002,Higiene y cuidado personal,Corporal,Depilatorios
6714,302059,Salud,Botiquín,Guantes
6715,30215verde,Infantil,Accesorios de alimentación,Vajillas Infantiles
6716,302339,Infantil,Lactancia,Cuidado del Pezón
6717,3023479,Higiene y cuidado personal,Corporal,Depilatorios
6718,302398,Higiene y cuidado personal,Íntima,Limpieza
